product_code,title,url,price_azn,old_price_azn,discount_azn,availability,labels,monthly_payment_azn
PL1RUEK,HONOR Magic Book X14 Plus 2025 16+1TB WIN11 Space Gray (FRB-X),https://irshad.az/az/mehsullar/honor-magic-book-x14-plus-2025-16-1tb-win11-space-gray-frb-x,1669.99,2049.99,380.0,Stokda var,Stokda var Faizsiz təklif -380 AZN,92.78
ACZW2XE,Lenovo V15 G4 AMN (82YU0173RK),https://irshad.az/az/mehsullar/lenovo-v15-g4-amn-82yu0173rk-2,899.99,1079.99,180.0,Stokda var,Stokda var Faizsiz təklif -180 AZN,50.0
DH9RLMI,HP Victus Gaming Laptop 15-fa2029ci (D15ZFEA),https://irshad.az/az/mehsullar/hp-victus-gaming-laptop-15-fa2029ci-d15zfea-2,2119.99,2369.99,250.0,,Faizsiz təklif Yalnız online sifariş -250 AZN,117.78
N7VRYRA,ASUS TUF Gaming A15 FA506NFR-HN114 (90NR0JU7-M002T0),https://irshad.az/az/mehsullar/asus-tuf-gaming-a15-fa506nfr-hn114-90nr0ju7-m002t0,1599.99,1899.99,300.0,Stokda var,Stokda var Faizsiz təklif -300 AZN,88.89
1D3BTDF,HP 250 G10 (B39Z7AT),https://irshad.az/az/mehsullar/hp-250-g10-b39z7at,1049.99,1349.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,58.33
XQ5AEDP,HP Victus 15- fa2013dx (B95WHUA),https://irshad.az/az/mehsullar/hp-victus-15-fa2013dx-b95whua,1799.99,2149.99,350.0,Stokda var,Stokda var Faizsiz təklif -350 AZN,100.0
UKD518I,HP Victus 15-FA2787NR (BM7B7UA),https://irshad.az/az/mehsullar/hp-victus-15-fa2787nr-bm7b7ua,2699.99,3099.99,400.0,Stokda var,Stokda var Faizsiz təklif -400 AZN,150.0
ZM7BFR2,Acer Aspire Lite AL 16-52P-751B  (NX.J5SER.002),https://irshad.az/az/mehsullar/acer-aspire-lite-al-16-52p-751b-nx-j5ser-002,1209.99,1449.99,240.0,Stokda var,Stokda var Faizsiz təklif -240 AZN,67.22
VWI7CBQ,Acer Aspire Lite AL 16-52P-50CK (NX.J5SER.001),https://irshad.az/az/mehsullar/acer-aspire-lite-al-16-52p-50ck-nx-j5ser-001,1029.99,1299.99,270.0,Stokda var,Stokda var Faizsiz təklif -270 AZN,57.22
OMACQP9,HP PB4G1i R16 (B39V6AT),https://irshad.az/az/mehsullar/hp-pb4g1i-r16-b39v6at-2,1259.99,1409.99,150.0,,Faizsiz təklif Yalnız online sifariş -150 AZN,70.0
M99PMNA,HP PB460 G11 (B9ZC1ET),https://irshad.az/az/mehsullar/hp-pb460-g11-b9zc1et-2,1799.99,2009.99,210.0,,Faizsiz təklif Yalnız online sifariş -210 AZN,100.0
YF1URMH,HP OmniBook X FlipNGAI 14-fm0014ci (C09FYEA),https://irshad.az/az/mehsullar/hp-omnibook-x-flipngai-14-fm0014ci-c09fyea-2,2669.99,2989.99,320.0,,Faizsiz təklif Yalnız online sifariş -320 AZN,148.33
DPDM1MF,Hp Victus Gaming Laptop 15-fa2115ci (CD8A7EA),https://irshad.az/az/mehsullar/hp-victus-gaming-laptop-15-fa2115ci-cd8a7ea-2,2309.99,2589.99,280.0,,Faizsiz təklif Yalnız online sifariş -280 AZN,128.33
V3JAIVP,Asus Zenbook S UM5606WA-RK226W (90NB13M2-M00DH0),https://irshad.az/az/mehsullar/asus-zenbook-s-um5606wa-rk226w-90nb13m2-m00dh0,4099.99,5099.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,227.78
FDBESOD,HP 15-FD0531nia (B82HWEA),https://irshad.az/az/mehsullar/hp-15-fd0531nia-b82hwea,789.99,999.99,210.0,Stokda var,Stokda var Faizsiz təklif -210 AZN,43.89
OTUUFLD,HP 250R G9 Core 16GB (B2NK9ES),https://irshad.az/az/mehsullar/hp-250r-g9-core-16gb-b2nk9es,1099.99,1399.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,61.11
YWZBVEZ,HP 250R G9 Core 8GB (B2NK9ES),https://irshad.az/az/mehsullar/hp-250r-g9-core-8gb-b2nk9es,1059.99,1349.99,290.0,Stokda var,Stokda var Faizsiz təklif -290 AZN,58.89
2YRTHBR,Acer Nitro Lite NL16 71G-75TW  (NH.DAAER.002),https://irshad.az/az/mehsullar/acer-nitro-lite-nl16-71g-75tw-nh-daaer-002,1739.99,2189.99,450.0,Stokda var,Stokda var Faizsiz təklif -450 AZN,96.67
ANGOZYI,Acer Nitro Lite NL16 71G-560W (NH.DAAER.001),https://irshad.az/az/mehsullar/acer-nitro-lite-nl16-71g-560w-nh-daaer-001,1549.99,1949.99,400.0,Stokda var,Stokda var Faizsiz təklif -400 AZN,86.11
RE4H95R,Acer Nitro Lite NL16 71G-74RC (NH.DAEER.002),https://irshad.az/az/mehsullar/acer-nitro-lite-nl16-71g-74rc-nh-daeer-002,1929.99,2499.99,570.0,Stokda var,Stokda var Faizsiz təklif -570 AZN,107.22
WPNC4LN,Acer Nitro Lite NL16 71G-526P (NH.DAEER.001),https://irshad.az/az/mehsullar/acer-nitro-lite-nl16-71g-526p-nh-daeer-001,1709.99,2189.99,480.0,Stokda var,Stokda var Faizsiz təklif -480 AZN,95.0
QIB8YG1,Acer Nitro V 15 ANV15-51-76ER 512GB SSD  (NHQNBEM005),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-76er-512gb-ssd-nhqnbem005,2399.99,2699.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,133.33
3JPW7HS,Asus ROG Strix G16 G615JMR-AS74 (90NR0LB1-M000M0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g615jmr-as74-90nr0lb1-m000m0-2,3559.99,4299.99,740.0,Stokda var,Stokda var Faizsiz təklif -740 AZN,197.78
L2ZEDU4,HP Omen-11-(16)-AM0003TX (BM8Z7PA),https://irshad.az/az/mehsullar/hp-omen-11-16-am0003tx-bm8z7pa,3809.99,4599.99,790.0,,Stokda var - Məhdud sayda Faizsiz təklif -790 AZN,211.67
MCLIPHC,HP 15-FD0250WM  8GB (BY0S6UA),https://irshad.az/az/mehsullar/hp-15-fd0250wm-8gb-by0s6ua-2,1099.99,1349.99,250.0,Stokda var,Stokda var Faizsiz təklif -250 AZN,61.11
GWIIRRA,Asus VivoBook Pro 15 (90NB15E3-M003F0),https://irshad.az/az/mehsullar/asus-vivobook-pro-15-90nb15e3-m003f0,3699.99,4699.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,205.56
8VINVI0,Lenovo IdeaPad Slim 3 16IRH10  (83K2000WRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-3-16irh10-83k2000wrk,1119.99,1399.99,280.0,Stokda var,Stokda var Faizsiz təklif -280 AZN,62.22
XZQIJDY,Lenovo ThinkPad T14 Gen 6 (21QC006HFW),https://irshad.az/az/mehsullar/lenovo-thinkpad-t14-gen-6-21qc006hfw,3099.99,4599.99,1500.0,,Faizsiz təklif Yalnız online sifariş -1500 AZN,172.22
LLANFZM,Lenovo ThinkPad T14 Gen 6 (21QC006GFW),https://irshad.az/az/mehsullar/lenovo-thinkpad-t14-gen-6-21qc006gfw,2999.99,3379.99,380.0,,Faizsiz təklif Yalnız online sifariş -380 AZN,166.67
LWZX5QJ,Asus TUF Gaming F16 FX608JHR-RV036 (90NR0NA1-M001T0),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx608jhr-rv036-90nr0na1-m001t0,2849.99,3499.99,650.0,,Faizsiz təklif Yalnız online sifariş -650 AZN,158.33
M25G2EY,Asus ExpertBook P3 PM3606CKA-PL0325 (90NX0981-M00BC0),https://irshad.az/az/mehsullar/asus-expertbook-p3-pm3606cka-pl0325-90nx0981-m00bc0-2,2699.99,3699.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,150.0
EQ4WSWN,Asus ExpertBook P3 PM3406CKA-LY0471 (90NX0971-M00JE0),https://irshad.az/az/mehsullar/asus-expertbook-p3-pm3406cka-ly0471-90nx0971-m00je0-2,1939.99,2499.99,560.0,,Faizsiz təklif Yalnız online sifariş -560 AZN,107.78
PIRZUMV,Asus ExpertBook P1 P1503CVA-S72534 (90NX0881-M02WE0),https://irshad.az/az/mehsullar/asus-expertbook-p1-p1503cva-s72534-90nx0881-m02we0,1999.99,2329.99,330.0,,Faizsiz təklif Yalnız online sifariş -330 AZN,111.11
ZPPWERH,Asus ExpertBook P1 P1503CVA-S72068 (90NX0881-M02W80),https://irshad.az/az/mehsullar/asus-expertbook-p1-p1503cva-s72068-90nx0881-m02w80,1559.99,1819.99,260.0,,Faizsiz təklif Yalnız online sifariş -260 AZN,86.67
SAOGOUZ,Asus ExpertBook B3 B3605CCA-MB0080 (90NX08N1-M00340),https://irshad.az/az/mehsullar/asus-expertbook-b3-b3605cca-mb0080-90nx08n1-m00340,1999.99,2999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,111.11
VRWIEE7,Asus Vivobook R15 X1504VA-NJ166 (90NB13Y2-M012E0),https://irshad.az/az/mehsullar/asus-vivobook-r15-x1504va-nj166-90nb13y2-m012e0,969.99,1299.99,330.0,Stokda var,Stokda var Faizsiz təklif -330 AZN,53.89
XQMKWWF,HP OMEN 16-am0000TX  (BM7T0PA),https://irshad.az/az/mehsullar/hp-omen-16-am0000tx-bm7t0pa,3269.99,3899.99,630.0,,Stokda var - Məhdud sayda Faizsiz təklif -630 AZN,181.67
BGCS9WQ,HP Victus 15-fa2082wm (B5EQ3UA),https://irshad.az/az/mehsullar/hp-victus-15-fa2082wm-b5eq3ua,1809.99,2199.99,390.0,Stokda var,Stokda var Faizsiz təklif -390 AZN,100.56
YWBYITV,HP Victus 15-fa2317TX 1TB (C34K7PA),https://irshad.az/az/mehsullar/hp-victus-15-fa2317tx-1tb-c34k7pa,2389.99,2999.99,610.0,,Stokda var - Məhdud sayda Faizsiz təklif -610 AZN,132.78
MCLLDFE,HP Victus 15-fa2317TX 512GB (C34K7PA),https://irshad.az/az/mehsullar/hp-victus-15-fa2317tx-512gb-c34k7pa,2389.99,2899.99,510.0,,Stokda var - Məhdud sayda Faizsiz təklif -510 AZN,132.78
RAOSFFX,Acer Nitro V15 ANV15-41-R1BK (NH.QSJEX.006),https://irshad.az/az/mehsullar/acer-nitro-v15-anv15-41-r1bk-nh-qsjex-006,1379.99,1769.99,390.0,Stokda var,Stokda var Faizsiz təklif -390 AZN,76.67
3IUWVKQ,ASUS ROG Zephyrus G14 GA403UM-QS004 (90NR0M81-M00270),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g14-ga403um-qs004-90nr0m81-m00270-2,4589.99,4939.99,350.0,,Faizsiz təklif Yalnız online sifariş -350 AZN,255.0
PB8HV7V,Asus V3607VP-RP011 (90NB16R1-M002W0),https://irshad.az/az/mehsullar/asus-v3607vp-rp011-90nb16r1-m002w0,3499.99,4999.99,1500.0,,Faizsiz təklif Yalnız online sifariş -1500 AZN,194.44
ECRJCIM,Asus  Vivobook S3405CA-PP157W (90NB14W2-M00LP0),https://irshad.az/az/mehsullar/asus-vivobook-s3405ca-pp157w-90nb14w2-m00lp0,3549.99,3829.99,280.0,,Faizsiz təklif Yalnız online sifariş -280 AZN,197.22
WA7YSK5,Asus  VivoBook S3607VA-RP011 (90NB1671-M004V0),https://irshad.az/az/mehsullar/asus-vivobook-s3607va-rp011-90nb1671-m004v0,1899.99,2399.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,105.56
YMZTFL9,Lenovo YOGA Pro 7 14IAH10 (83KF002LRK),https://irshad.az/az/mehsullar/lenovo-yoga-pro-7-14iah10-83kf002lrk,3199.99,4699.99,1500.0,,Faizsiz təklif Yalnız online sifariş -1500 AZN,177.78
HHTJWKT,Lenovo IdeaPad 5 2-in-1 14IRH9 (83KX006VRK),https://irshad.az/az/mehsullar/lenovo-ideapad-5-2-in-1-14irh9-83kx006vrk-2,1749.99,2199.99,450.0,,Faizsiz təklif Yalnız online sifariş -450 AZN,97.22
D2WYADO,Lenovo IdeaPad 5 2-in-1 14IRH9 (83KX006XRK),https://irshad.az/az/mehsullar/lenovo-ideapad-5-2-in-1-14irh9-83kx006xrk-2,1479.99,1729.99,250.0,,Faizsiz təklif Yalnız online sifariş -250 AZN,82.22
ALIYSSO,Lenovo YOGA Slim 7 15ILL9 (83HM007QRK),https://irshad.az/az/mehsullar/lenovo-yoga-slim-7-15ill9-83hm007qrk,3239.99,3989.99,750.0,,Faizsiz təklif Yalnız online sifariş -750 AZN,180.0
KYEASBX,Lenovo IdeaPad Slim 3 15AMN8 (82XQ00JPRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-3-15amn8-82xq00jprk,989.99,1079.99,90.0,Stokda var,Stokda var Faizsiz təklif -90 AZN,55.0
S3A7XMD,Lenovo Legion 5 15AHP10 (83M0007RRK),https://irshad.az/az/mehsullar/lenovo-legion-5-15ahp10-83m0007rrk,2789.99,3429.99,640.0,,Faizsiz təklif Yalnız online sifariş -640 AZN,155.0
LN7LRU5,Lenovo LOQ 15ARP9 (83JC00LBRK),https://irshad.az/az/mehsullar/lenovo-loq-15arp9-83jc00lbrk,1899.99,2399.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,105.56
DVAABOL,Lenovo ThinkPad E16 Gen 3 (21SR004TFW),https://irshad.az/az/mehsullar/lenovo-thinkpad-e16-gen-3-21sr004tfw,2539.99,2969.99,430.0,,Faizsiz təklif Yalnız online sifariş -430 AZN,141.11
U0MSQRW,Lenovo ThinkPad E16 Gen 3 (21SR0048FW),https://irshad.az/az/mehsullar/lenovo-thinkpad-e16-gen-3-21sr0048fw,1899.99,2899.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,105.56
QGLY9ZL,Lenovo ThinkPad T14s Gen 6 (21N1002ART),https://irshad.az/az/mehsullar/lenovo-thinkpad-t14s-gen-6-21n1002art,3639.99,4399.99,760.0,,Faizsiz təklif Yalnız online sifariş -760 AZN,202.22
WM68UTQ,ASUS V16 V3607VM-RP059 (90NB16K1-M004Z0),https://irshad.az/az/mehsullar/asus-v16-v3607vm-rp059-90nb16k1-m004z0,2829.99,3489.99,660.0,,Faizsiz təklif Yalnız online sifariş -660 AZN,157.22
UXEIUF8,Asus  VivoBook V3607VH-RP020 (90NB16L1-M003C0),https://irshad.az/az/mehsullar/asus-vivobook-v3607vh-rp020-90nb16l1-m003c0,2299.99,2799.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,127.78
E3OUXWX,Asus  VivoBook V3607VU-RP148 (90NB15Q1-M00R60),https://irshad.az/az/mehsullar/asus-vivobook-v3607vu-rp148-90nb15q1-m00r60,2379.99,2919.99,540.0,,Faizsiz təklif Yalnız online sifariş -540 AZN,132.22
EJC3WME,Asus ZenBook UX3405CA-QL549 (90NB14W4-M00T90),https://irshad.az/az/mehsullar/asus-zenbook-ux3405ca-ql549-90nb14w4-m00t90,2189.99,2699.99,510.0,,Faizsiz təklif Yalnız online sifariş -510 AZN,121.67
8XQQBW7,Asus  VivoBook S3407CA-LY010 (90NB16J1-M006F0),https://irshad.az/az/mehsullar/asus-vivobook-s3407ca-ly010-90nb16j1-m006f0,1999.99,2399.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,111.11
O8WSDKC,Asus VivoBook M3607HA-SH149 (90NB16F1-M00920),https://irshad.az/az/mehsullar/asus-vivobook-m3607ha-sh149-90nb16f1-m00920,1919.99,2359.99,440.0,,Faizsiz təklif Yalnız online sifariş -440 AZN,106.67
QXAHF8Q,Asus VivoBook S3407CA-LY014 (90NB16J1-M006T0),https://irshad.az/az/mehsullar/asus-vivobook-s3407ca-ly014-90nb16j1-m006t0,1699.99,1899.99,200.0,,Faizsiz təklif Yalnız online sifariş -200 AZN,94.44
MSD6OXL,Asus VivoBook S3407CA-LY013 (90NB16J2-M006R0),https://irshad.az/az/mehsullar/asus-vivobook-s3407ca-ly013-90nb16j2-m006r0,1699.99,2099.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,94.44
JA5NENI,Asus VivoBook S3607VA-RP096 (90NB1671-M007N0),https://irshad.az/az/mehsullar/asus-vivobook-s3607va-rp096-90nb1671-m007n0,1599.99,2099.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,88.89
X8O2MKV,Asus VivoBook S14 M3407HA-SF077 (90NB16E2-M00560),https://irshad.az/az/mehsullar/asus-vivobook-s14-m3407ha-sf077-90nb16e2-m00560,1549.99,1949.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,86.11
HLWQI7J,Asus VivoBook X1704VA-AU830 (90NB13X2-M00910),https://irshad.az/az/mehsullar/asus-vivobook-x1704va-au830-90nb13x2-m00910,1349.99,1849.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,75.0
K1JJSZG,Apple MacBook Pro M5 (MDE54RU),https://irshad.az/az/mehsullar/apple-macbook-pro-m5-mde54ru-2,4319.99,4999.99,680.0,,Stokda var - Məhdud sayda Faizsiz təklif -680 AZN,240.0
FUYTOQL,Apple MacBook Pro M5 (MDE04RU),https://irshad.az/az/mehsullar/apple-macbook-pro-m5-mde04ru,3859.99,4499.99,640.0,Stokda var,Stokda var Faizsiz təklif -640 AZN,214.44
NXRL6CC,HP OmniBook 5LaptopAI 16-af1001c (BM0Q2EA),https://irshad.az/az/mehsullar/hp-omnibook-5laptopai-16-af1001c-bm0q2ea,1799.99,2399.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,100.0
OJSFJRB,Asus ROG Strix G16 G614PM-S5079 (90NR0KW7-M004B0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614pm-s5079-90nr0kw7-m004b0-2,3899.99,4799.99,900.0,,Faizsiz təklif Yalnız online sifariş -900 AZN,216.67
GGLIMKH,Lenovo LOQ 15IRX9 (83GS00R9RK),https://irshad.az/az/mehsullar/lenovo-loq-15irx9-83gs00r9rk,1599.99,1949.99,350.0,Stokda var,Stokda var Faizsiz təklif -350 AZN,88.89
Z1FOGGL,Lenovo IdeaPad 1 15IJL7 (82LX00G9RK),https://irshad.az/az/mehsullar/lenovo-ideapad-1-15ijl7-82lx00g9rk,529.99,659.99,130.0,Stokda var,Stokda var Faizsiz təklif -130 AZN,29.44
TI51NKE,Acer Extensa 15 EX215-57-59AM (NXEJAER00A),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-57-59am-nxejaer00a,1129.99,1449.99,320.0,,Stokda var - Məhdud sayda Faizsiz təklif -320 AZN,62.78
0TUHUUN,Asus VivoBook S16 S3607CA-SH107 (90NB16I2-M007M0),https://irshad.az/az/mehsullar/asus-vivobook-s16-s3607ca-sh107-90nb16i2-m007m0-106366,1899.99,2399.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,105.56
SEOTG7Q,Asus VivoBook Go E1504FA-BQ2536 (90NB0ZR1-M04600),https://irshad.az/az/mehsullar/asus-vivobook-go-e1504fa-bq2536-90nb0zr1-m04600,999.99,1499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,55.56
LMEKKVN,Asus VivoBook Go E1504FA-BQ2460 (90NB0ZR2-M042F0),https://irshad.az/az/mehsullar/asus-vivobook-go-e1504fa-bq2460-90nb0zr2-m042f0,929.99,1149.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,51.67
FYLI2CJ,Asus VivoBook Go E1504FA-BQ1086 (90NB0ZR2-M01XE0),https://irshad.az/az/mehsullar/asus-vivobook-go-e1504fa-bq1086-90nb0zr2-m01xe0,999.99,1499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,55.56
OYDMPNA,Asus VivoBook Go E1504FA-BQ1185 (90NB0ZR1-M023B0),https://irshad.az/az/mehsullar/asus-vivobook-go-e1504fa-bq1185-90nb0zr1-m023b0,929.99,1149.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,51.67
2LXOYSG,Asus ROG Strix G16 G614PR-RV007 (90NR0NJ7-M00080),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614pr-rv007-90nr0nj7-m00080-2,4149.99,5299.99,1150.0,,Faizsiz təklif Yalnız online sifariş -1150 AZN,230.56
GRG5WKA,ASUS ROG Strix G16 G614FM-S5076 (90NR0L17-M003E0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614fm-s5076-90nr0l17-m003e0-2,3799.99,5799.99,2000.0,,Faizsiz təklif Yalnız online sifariş -2000 AZN,211.11
OMN2YYX,Asus ROG Strix G16 G614FM-S5031 (90NR0L17-M002B0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614fm-s5031-90nr0l17-m002b0-2,3499.99,4999.99,1500.0,,Faizsiz təklif Yalnız online sifariş -1500 AZN,194.44
F5JIR9Y,ASUS ExpertBook P1 P1503CVA-S70831 (90NX0881-M00XA0),https://irshad.az/az/mehsullar/asus-expertbook-p1-p1503cva-s70831-90nx0881-m00xa0-2,1309.99,1549.99,240.0,,Faizsiz təklif Yalnız online sifariş -240 AZN,72.78
EVJ8B73,ASUS TUF Gaming F16 FX608JM-RV002 (90NR0MI1-M002V0),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx608jm-rv002-90nr0mi1-m002v0-7,2599.99,3499.99,900.0,,Faizsiz təklif Yalnız online sifariş -900 AZN,144.44
S1WXQRS,Lenovo LOG 15IAX9 (83GS00RVRK),https://irshad.az/az/mehsullar/lenovo-log-15iax9-83gs00rvrk,1639.99,1999.99,360.0,,Stokda var - Məhdud sayda Faizsiz təklif -360 AZN,91.11
YVDWCHJ,Lenovo LOQ 15IAX9 (83GS00RARK),https://irshad.az/az/mehsullar/lenovo-loq-15iax9-83gs00rark,1559.99,1799.99,240.0,,Stokda var - Məhdud sayda Faizsiz təklif -240 AZN,86.67
RWJOFY2,Acer Extensa 15 EX215-57-50W2  (NXEJAER007),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-57-50w2-nxejaer007,1089.99,1349.99,260.0,Stokda var,Stokda var Faizsiz təklif -260 AZN,60.56
TTSMWG2,MSI Vector 17 HX AI A2XWJG-223AZ (9S7-17S372-223),https://irshad.az/az/mehsullar/msi-vector-17-hx-ai-a2xwjg-223az-9s7-17s372-223-2,8709.99,10729.99,2020.0,,Faizsiz təklif Yalnız online sifariş -2020 AZN,483.89
L2SE0F5,MSI Crosshair 16 HX AI D2XWFKG-088XAZ (9S7-15P421-088),https://irshad.az/az/mehsullar/msi-crosshair-16-hx-ai-d2xwfkg-088xaz-9s7-15p421-088,3999.99,4499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,222.22
5W8MHPD,MSI  Cyborg 15 B2RWFKG-408XAZ (9S7-15Q342-408),https://irshad.az/az/mehsullar/msi-cyborg-15-b2rwfkg-408xaz-9s7-15q342-408,2799.99,3199.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,155.56
I38KYY0,HP EB6G1iR16 (A37N7ET),https://irshad.az/az/mehsullar/hp-eb6g1ir16-a37n7et,2449.99,3029.99,580.0,,Faizsiz təklif Yalnız online sifariş -580 AZN,136.11
WDNNQXR,HP EB6G1iR14 (A37MSET),https://irshad.az/az/mehsullar/hp-eb6g1ir14-a37mset,2429.99,3019.99,590.0,,Faizsiz təklif Yalnız online sifariş -590 AZN,135.0
UNLRMHD,HP EB860G11 (B2PW4ES),https://irshad.az/az/mehsullar/hp-eb860g11-b2pw4es,2329.99,2879.99,550.0,,Faizsiz təklif Yalnız online sifariş -550 AZN,129.44
UHMU1UW,HP PB465G11 (A38JVET),https://irshad.az/az/mehsullar/hp-pb465g11-a38jvet,1969.99,2429.99,460.0,,Faizsiz təklif Yalnız online sifariş -460 AZN,109.44
NKMP6UC,Asus ExpertBook B9 OLED B9403CVAR-PP2269 (90NX05W1-M035F0),https://irshad.az/az/mehsullar/asus-expertbook-b9-oled-b9403cvar-pp2269-90nx05w1-m035f0-2,3329.99,4999.99,1670.0,,Faizsiz təklif Yalnız online sifariş -1670 AZN,185.0
YVR8B4T,Asus  ExpertBook B5 B5605CCA-PL0070 (90NX08F1-M002H0),https://irshad.az/az/mehsullar/asus-expertbook-b5-b5605cca-pl0070-90nx08f1-m002h0-2,2199.99,3199.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,122.22
GYKXPWO,Asus ExpertBook B5 B5605CCA-PL0073 (90NX08F1-M002T0),https://irshad.az/az/mehsullar/asus-expertbook-b5-b5605cca-pl0073-90nx08f1-m002t0-2,2019.99,2489.99,470.0,,Faizsiz təklif Yalnız online sifariş -470 AZN,112.22
JMAWGME,Asus  VivoBook S16 OLED S3607CA-SH079 (90NB16I2-M00640),https://irshad.az/az/mehsullar/asus-vivobook-s16-oled-s3607ca-sh079-90nb16i2-m00640-2,1999.99,2999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,111.11
FLSICY4,Asus VivoBook S16 OLED S3607CA-SH078 (90NB16I2-M00630),https://irshad.az/az/mehsullar/asus-vivobook-s16-oled-s3607ca-sh078-90nb16i2-m00630-2,1699.99,2299.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,94.44
UBPGJBN,Asus ProArt P16 OLED H7606WP-ME032 (90NB15K1-M00440),https://irshad.az/az/mehsullar/asus-proart-p16-oled-h7606wp-me032-90nb15k1-m00440-2,5499.99,6779.99,1280.0,,Faizsiz təklif Yalnız online sifariş -1280 AZN,305.56
1BC0ALE,Lenovo IdeaPad Slim 5 16IRH10R (83J10068RK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-16irh10r-83j10068rk-2,1399.99,1699.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,77.78
SZ0ONSU,Lenovo IdeaPad Slim 5 15ARP10 (83J30044RK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-15arp10-83j30044rk-4,1499.99,1699.99,200.0,,Faizsiz təklif Yalnız online sifariş -200 AZN,83.33
1CVKNCI,Lenovo IdeaPad Slim 5 15ARP10 (83J3005NRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-15arp10-83j3005nrk-2,1399.99,1999.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,77.78
H7BZA1Q,Lenovo IdeaPad Slim 5 14IRH10R (83J0006PRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-14irh10r-83j0006prk-2,1999.99,2499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,111.11
5ZOKBYE,Lenovo IdeaPad Slim 5 14IRH10R (83J0006MRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-14irh10r-83j0006mrk,1499.99,1999.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,83.33
G2WJYIQ,HONOR Magic Book X16  Cloud Gray (GOH-X)  2025,https://irshad.az/az/mehsullar/honor-magic-book-x16-cloud-gray-goh-x-2025,999.99,1299.99,300.0,Stokda var,Stokda var Faizsiz təklif -300 AZN,55.56
1DXKEMM,HP OmniBook 7 Laptop16-az0006ci (C0EF4EA),https://irshad.az/az/mehsullar/hp-omnibook-7-laptop16-az0006ci-c0ef4ea,2159.99,2699.99,540.0,,Faizsiz təklif Yalnız online sifariş -540 AZN,120.0
M4M5VWL,HP P4G1i16 (AD2L5ET),https://irshad.az/az/mehsullar/hp-p4g1i16-ad2l5et,2149.99,2649.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,119.44
TVKYNA0,HP PB 450G10 (85B73EA),https://irshad.az/az/mehsullar/hp-pb-450g10-85b73ea,1969.99,2269.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,109.44
